1.000000000000000000e+05,5.946731220358140746e+01,2.051162097322836164e+00,5.950267629836254457e+01
3.700700140000000130e+06,8.786008623264042683e+01,4.962488639776978516e+01,1.009060161873342878e+02
7.301400280000000261e+06,1.128331307279471218e+02,6.588264398354112927e+01,1.306592444801822239e+02
1.090000000000000000e+07,1.300787331993257112e+02,7.780585276876229273e+01,1.515725158325732878e+02
1.450000000000000000e+07,1.445669684264467776e+02,8.659034784025537590e+01,1.685155681208999567e+02
1.810000000000000000e+07,1.567135021555374124e+02,9.463894392489697793e+01,1.830728037286626204e+02
2.170000000000000000e+07,1.680479041832889209e+02,9.962006290654453267e+01,1.953567378768895821e+02
2.530000000000000000e+07,1.781851748177260788e+02,1.052711708581883983e+02,2.069588749937472301e+02
2.890000000000000000e+07,1.876202630478673541e+02,1.093960029001551675e+02,2.171839049208796553e+02
3.250000000000000000e+07,1.967369879454685986e+02,1.132687039430415297e+02,2.270137478629694101e+02
3.610000000000000000e+07,2.055594068009892794e+02,1.156394849395900906e+02,2.358541078749070152e+02
3.970000000000000000e+07,2.137250462486332765e+02,1.185422175725120297e+02,2.443985530664803605e+02
4.330000000000000000e+07,2.208945814388433746e+02,1.212576603154857082e+02,2.519877701282892133e+02
4.690000000000000000e+07,2.284723950624553765e+02,1.232958290825286696e+02,2.596179823793467563e+02
5.050000000000000000e+07,2.353473223669353160e+02,1.251725479471059828e+02,2.665643053840043422e+02
5.410000000000000000e+07,2.418379885156028877e+02,1.269128454400975130e+02,2.731162445314722618e+02
5.770000000000000000e+07,2.486061232974055883e+02,1.287727180580839104e+02,2.799775302716837473e+02
6.130000000000000000e+07,2.547948664166276558e+02,1.308614966354807621e+02,2.864352549075359207e+02
6.490000000000000000e+07,2.604338348934946907e+02,1.311068780372002038e+02,2.915729682703685626e+02
6.850000000000000000e+07,2.662179125700566260e+02,1.324191005551303135e+02,2.973328020333242989e+02
7.210000000000000000e+07,2.715823261533068376e+02,1.334134406728403519e+02,3.025823954413187948e+02
7.570000000000000000e+07,2.768972037501973773e+02,1.341407808868723919e+02,3.076780956480623672e+02
7.930000000000000000e+07,2.818952623877249835e+02,1.347866730408464377e+02,3.124618155648212223e+02
8.290000000000000000e+07,2.873666242506629942e+02,1.356699023850667061e+02,3.177827861077362854e+02
